name,type,prefab,rotYaxis,worldX,worldY,terrainX,terrainY,locationID,region,gisX,gisY
Alik'r Border Tower,0,WOD_Border_Tower_Desert_04,180,619,390,108,110,619108390110,Alik'r Desert,"619,84375","-390,140625"
Alik'r Border Tower,0,WOD_Border_Tower_Desert_04,270,634,414,122,109,634122414109,Alik'r Desert,"634,953125","-414,1484375"
Alik'r Border Tower,0,WOD_Scout_Tower_03,90,633,428,70,118,63370428118,Alik'r Desert,"633,546875","-428,078125"
Alik'r Border Tower,0,WOD_Scout_Tower_03,,629,433,82,8,6298243308,Alik'r Desert,"629,640625","-433,9375"
Alik'r Border Tower,0,WOD_Border_Tower_Desert_04,,624,429,110,26,62411042926,Alik'r Desert,"624,859375","-429,796875"
Alik'r Border Tower,0,WOD_Scout_Tower_03,,618,429,31,15,6183142915,Alik'r Desert,"618,2421875","-429,8828125"
Alik'r Border Tower,0,WOD_Scout_Tower_03,,577,440,32,6,5773244006,Alik'r Desert,"577,25","-440,953125"
Alik'r Border Tower,0,WOD_Scout_Tower_03,270,571,440,70,18,5717044018,Alik'r Desert,"571,546875","-440,859375"
Alik'r Border Tower,0,WOD_Border_Tower_Desert_04,270,526,450,28,17,5262845017,Alik'r Desert,"526,21875","-450,8671875"
Alik'r Border Tower,0,WOD_Scout_Tower_03,180,502,463,100,47,50210046347,Alik'r Desert,"502,78125","-463,6328125"
Alik'r Border Tower,0,WOD_Border_Tower_Desert_04,180,490,474,116,55,49011647455,Alik'r Desert,"490,90625","-474,5703125"
Alik'r Border Tower,0,WOD_Border_Tower_Desert_04,,214,492,19,44,2141949244,Alik'r Desert,"214,1484375","-492,65625"
Alik'r Border Tower,0,WOD_Border_Tower_Desert_04,,214,487,18,104,21418487104,Alik'r Desert,"214,140625","-487,1875"
Alik'r Border Tower,0,WOD_Border_Tower_Desert_04,,225,477,28,114,22528477114,Alik'r Desert,"225,21875","-477,109375"
Alik'r Border Tower,0,WOD_Scout_Tower_03,,234,473,1,108,23401473108,Alik'r Desert,"234,0078125","-473,15625"
Alik'r Border Tower,0,WOD_Border_Tower_Desert_04,,238,462,13,95,2381346295,Alik'r Desert,"238,1015625","-462,2578125"
Alik'r Border Tower,0,WOD_Border_Tower_Desert_04,,250,455,14,104,25014455104,Alik'r Desert,"250,109375","-455,1875"
Alik'r Border Tower,0,WOD_Border_Tower_Desert_04,180,261,453,115,52,26111545352,Alik'r Desert,"261,8984375","-453,59375"
Alik'r Border Tower,0,WOD_Scout_Tower_03,90,279,449,76,113,27976449113,Alik'r Desert,"279,59375","-449,1171875"
Alik'r Border Tower,0,WOD_Border_Tower_Desert_04,90,290,448,0,101,29000448101,Alik'r Desert,290,"-448,2109375"
Alik'r Border Tower,0,WOD_Scout_Tower_03,,308,434,19,102,30819434102,Alik'r Desert,"308,1484375","-434,203125"
Alik'r Border Tower,0,WOD_Scout_Tower_03,,323,430,3,104,32303430104,Alik'r Desert,"323,0234375","-430,1875"
Alik'r Border Tower,0,WOD_Border_Tower_Desert_04,90,332,425,28,116,33228425116,Alik'r Desert,"332,21875","-425,09375"
Alik'r Border Tower,0,WOD_Border_Tower_Desert_04,90,349,413,32,118,34932413118,Alik'r Desert,"349,25","-413,078125"
Alik'r Border Tower,0,WOD_Scout_Tower_03,90,359,413,26,122,35926413122,Alik'r Desert,"359,203125","-413,046875"
Alik'r Border Tower,0,WOD_Border_Tower_Desert_04,90,384,409,32,118,38432409118,Alik'r Desert,"384,25","-409,078125"
Alik'r Border Tower,0,WOD_Border_Tower_Desert_04,180,400,413,116,101,400116413101,Alik'r Desert,"400,90625","-413,2109375"
Alik'r Border Tower,0,WOD_Scout_Tower_03,90,406,424,26,113,40626424113,Alik'r Desert,"406,203125","-424,1171875"
Alik'r Border Tower,0,WOD_Scout_Tower_03,90,432,438,83,110,43283438110,Alik'r Desert,"432,6484375","-438,140625"
Alik'r Border Tower,0,WOD_Border_Tower_Desert_04,180,455,440,108,46,45510844046,Alik'r Desert,"455,84375","-440,640625"
Alik'r Border Tower,0,WOD_Border_Tower_Desert_04,90,478,464,84,123,47884464123,Alik'r Desert,"478,65625","-464,0390625"
Alik'r Border Tower,0,WOD_Scout_Tower_03,90,485,460,70,119,48570460119,Alik'r Desert,"485,546875","-460,0703125"
Alik'r Border Tower,0,WOD_Scout_Tower_03,,487,459,10,18,4871045918,Alik'r Desert,"487,078125","-459,859375"
Alik'r Border Tower,0,WOD_Scout_Tower_03,,493,445,12,52,4931244552,Alik'r Desert,"493,09375","-445,59375"
Alik'r Border Tower,0,WOD_Border_Tower_Desert_04,,479,422,23,28,4792342228,Alik'r Desert,"479,1796875","-422,78125"
Alik'r Border Tower,0,WOD_Border_Tower_Desert_04,90,481,398,31,111,48131398111,Alik'r Desert,"481,2421875","-398,1328125"
Alik'r Border Tower,0,WOD_Scout_Tower_03,90,506,396,81,123,50681396123,Alik'r Desert,"506,6328125","-396,0390625"
Alik'r Border Tower,0,WOD_Scout_Tower_03,,517,391,13,52,5171339152,Alik'r Desert,"517,1015625","-391,59375"
Alik'r Border Tower,0,WOD_Scout_Tower_03,90,521,390,76,119,52176390119,Alik'r Desert,"521,59375","-390,0703125"
Alik'r Border Tower,0,WOD_Border_Tower_Desert_04,90,546,385,81,118,54681385118,Alik'r Desert,"546,6328125","-385,078125"
Alik'r Border Tower,0,WOD_Scout_Tower_03,90,576,384,28,120,57628384120,Alik'r Desert,"576,21875","-384,0625"
Alik'r Border Tower,0,WOD_Scout_Tower_03,90,586,383,26,118,58626383118,Alik'r Desert,"586,203125","-383,078125"
Alik'r Border Tower,0,WOD_Scout_Tower_03,90,597,387,26,114,59726387114,Alik'r Desert,"597,203125","-387,109375"
Alik'r Border Tower,0,WOD_Scout_Tower_03,90,602,387,20,122,60220387122,Alik'r Desert,"602,15625","-387,046875"
Alik'r Border Tower,0,WOD_Border_Tower_Desert_04,180,413,483,102,104,413102483104,Alik'r Desert,"413,796875","-483,1875"
Alik'r Border Tower,0,WOD_Border_Tower_Desert_04,90,446,483,46,105,44646483105,Alik'r Desert,"446,359375","-483,1796875"
Alik'r Border Tower,0,WOD_Border_Tower_Desert_04,,445,463,29,55,4452946355,Alik'r Desert,"445,2265625","-463,5703125"
Alik'r Border Tower,0,WOD_Scout_Tower_03,270,432,448,100,8,43210044808,Alik'r Desert,"432,78125","-448,9375"
Alik'r Border Tower,0,WOD_Scout_Tower_03,270,404,449,70,8,4047044908,Alik'r Desert,"404,546875","-449,9375"
Alik'r Border Tower,0,WOD_Scout_Tower_03,180,398,464,111,99,39811146499,Alik'r Desert,"398,8671875","-464,2265625"
